rebal_date,exit_date,sell_date,sold_code,entry_price,sell_price,loss_pct
2018-09-28,2018-12-03,2018-10-10,002749.SZ,36.09,20.3,-0.4375173178165698
2018-09-28,2018-12-03,2018-10-12,603358.SH,11.98,10.33,-0.13772954924874792
2018-09-28,2018-12-03,2018-10-12,300194.SZ,3.78,3.24,-0.1428571428571428
2018-09-28,2018-12-03,2018-10-12,600475.SH,9.8,8.47,-0.13571428571428568
2018-09-28,2018-12-03,2018-10-12,002454.SZ,4.73,4.12,-0.12896405919661735
2018-09-28,2018-12-03,2018-10-12,000609.SZ,5.11,4.39,-0.14090019569471635
2018-09-28,2018-12-03,2018-10-12,002009.SZ,8.68,7.37,-0.15092165898617504
2018-09-28,2018-12-03,2018-10-12,002173.SZ,10.13,8.61,-0.15004935834155986
2018-09-28,2018-12-03,2018-10-12,002196.SZ,6.05,5.27,-0.12892561983471074
2018-09-28,2018-12-03,2018-10-12,600133.SH,5.39,4.74,-0.12059369202226333
2018-09-28,2018-12-03,2018-10-12,002255.SZ,4.94,4.33,-0.12348178137651822
2018-09-28,2018-12-03,2018-10-12,600052.SH,3.22,2.83,-0.12111801242236031
2018-09-28,2018-12-03,2018-10-12,603730.SH,20.19,17.46,-0.13521545319465078
2018-09-28,2018-12-03,2018-10-12,000957.SZ,5.5,4.7,-0.1454545454545454
2018-09-28,2018-12-03,2018-10-12,300050.SZ,5.04,4.43,-0.12103174603174605
2018-09-28,2018-12-03,2018-10-12,300016.SZ,6.87,5.89,-0.14264919941775844
2018-09-28,2018-12-03,2018-10-12,002286.SZ,6.27,5.4,-0.13875598086124385
2018-09-28,2018-12-03,2018-10-12,300256.SZ,3.37,2.91,-0.13649851632047472
2018-09-28,2018-12-03,2018-10-12,600293.SH,4.4,3.79,-0.13863636363636367
2018-09-28,2018-12-03,2018-10-12,002546.SZ,3.75,3.29,-0.1226666666666667
2018-09-28,2018-12-03,2018-10-15,600361.SH,3.75,3.28,-0.1253333333333334
2018-09-28,2018-12-03,2018-10-15,600375.SH,4.12,3.57,-0.133495145631068
2018-09-28,2018-12-03,2018-10-15,000530.SZ,3.48,3.07,-0.11781609195402298
2018-09-28,2018-12-03,2018-10-15,600173.SH,4.03,3.54,-0.12158808933002485
2018-09-28,2018-12-03,2018-10-15,600758.SH,3.88,3.36,-0.134020618556701
2018-09-28,2018-12-03,2018-10-15,002169.SZ,4.09,3.57,-0.12713936430317851
2018-09-28,2018-12-03,2018-10-15,000716.SZ,3.22,2.79,-0.13354037267080754
2018-09-28,2018-12-03,2018-10-15,600218.SH,5.31,4.65,-0.12429378531073432
2018-09-28,2018-12-03,2018-10-15,603556.SH,13.12,11.84,-0.09756097560975607
2018-09-28,2018-12-03,2018-10-15,603587.SH,23.87,20.84,-0.12693757855048182
2018-09-28,2018-12-03,2018-10-15,603299.SH,5.99,5.24,-0.12520868113522532
2018-09-28,2018-12-03,2018-10-15,000571.SZ,3.2,2.72,-0.15000000000000002
2018-09-28,2018-12-03,2018-10-15,002654.SZ,4.48,3.93,-0.1227678571428572
2018-09-28,2018-12-03,2018-10-15,300247.SZ,3.78,3.32,-0.12169312169312174
2018-09-28,2018-12-03,2018-10-15,002034.SZ,14.04,11.31,-0.1944444444444443
2018-09-28,2018-12-03,2018-10-15,000701.SZ,6.75,5.84,-0.13481481481481483
2018-09-28,2018-12-03,2018-10-15,000722.SZ,5.74,4.95,-0.1376306620209059
2018-09-28,2018-12-03,2018-10-15,002765.SZ,6.31,5.52,-0.12519809825673534
2018-09-28,2018-12-03,2018-10-15,002533.SZ,4.76,4.21,-0.11554621848739488
2018-09-28,2018-12-03,2018-10-15,300120.SZ,5.98,5.3,-0.11371237458193995
2018-09-28,2018-12-03,2018-10-15,603179.SH,17.5,15.09,-0.13771428571428568
2018-09-28,2018-12-03,2018-10-15,601208.SH,3.8,3.26,-0.14210526315789473
2018-09-28,2018-12-03,2018-10-16,601900.SH,7.92,6.71,-0.1527777777777778
2018-09-28,2018-12-03,2018-10-16,002328.SZ,5.23,4.52,-0.13575525812619516
2018-09-28,2018-12-03,2018-10-16,002026.SZ,5.3,4.57,-0.13773584905660374
2018-09-28,2018-12-03,2018-10-16,002483.SZ,4.03,3.36,-0.16625310173697283
2018-09-28,2018-12-03,2018-10-16,600189.SH,4.21,3.65,-0.1330166270783848
2018-09-28,2018-12-03,2018-10-16,603871.SH,37.88,33.38,-0.11879619852164724
2018-09-28,2018-12-03,2018-10-16,600081.SH,8.49,7.25,-0.14605418138987047
2018-09-28,2018-12-03,2018-10-16,600865.SH,6.16,5.4,-0.12337662337662336
2018-09-28,2018-12-03,2018-10-16,002772.SZ,7.09,6.21,-0.12411847672778564
2018-09-28,2018-12-03,2018-10-16,600710.SH,4.09,3.56,-0.1295843520782396
2018-09-28,2018-12-03,2018-10-16,300467.SZ,23.98,21.4,-0.10758965804837373
2018-09-28,2018-12-03,2018-10-16,002160.SZ,4.38,3.79,-0.13470319634703198
2018-09-28,2018-12-03,2018-10-17,300184.SZ,8.27,7.4,-0.10519951632406277
2018-09-28,2018-12-03,2018-10-17,000599.SZ,4.41,3.83,-0.1315192743764172
2018-09-28,2018-12-03,2018-10-17,002441.SZ,6.92,6.1,-0.11849710982658967
2018-09-28,2018-12-03,2018-10-17,000404.SZ,4.16,3.67,-0.11778846153846156
2018-09-28,2018-12-03,2018-10-17,603055.SH,11.1,9.7,-0.12612612612612617
2018-09-28,2018-12-03,2018-10-17,601599.SH,3.28,2.86,-0.12804878048780488
2018-09-28,2018-12-03,2018-10-17,002403.SZ,8.34,7.39,-0.11390887290167873
2018-09-28,2018-12-03,2018-10-18,000923.SZ,13.27,11.7,-0.11831198191409198
2018-09-28,2018-12-03,2018-10-18,002034.SZ,11.31,9.86,-0.1282051282051283
2018-09-28,2018-12-03,2018-10-19,000899.SZ,4.2,3.67,-0.1261904761904763
2018-09-28,2018-12-03,2018-10-19,002756.SZ,13.28,11.4,-0.14156626506024095
2018-09-28,2018-12-03,2018-10-19,600589.SH,4.35,3.79,-0.12873563218390793
2018-09-28,2018-12-03,2018-10-19,603916.SH,13.03,11.18,-0.14198004604758252
2018-11-30,2019-01-02,2018-12-26,300432.SZ,7.15,6.07,-0.151048951048951
2018-11-30,2019-01-02,2018-12-27,600792.SH,3.07,2.73,-0.11074918566775238
2018-11-30,2019-01-02,2018-12-27,002255.SZ,4.5,4.0,-0.11111111111111116
2018-11-30,2019-01-02,2018-12-28,002173.SZ,8.54,7.23,-0.15339578454332536
2018-11-30,2019-01-02,2018-12-28,002833.SZ,38.21,33.28,-0.12902381575503796
2018-12-28,2019-02-01,2019-01-31,300343.SZ,6.71,5.22,-0.22205663189269753
2018-12-28,2019-02-01,2019-01-31,002255.SZ,3.91,3.44,-0.12020460358056273
2018-12-28,2019-02-01,2019-02-01,300432.SZ,5.79,5.09,-0.12089810017271163
2018-12-28,2019-02-01,2019-02-01,002374.SZ,3.05,2.52,-0.17377049180327864
2018-12-28,2019-02-01,2019-02-01,002638.SZ,2.59,2.12,-0.18146718146718133
2019-01-31,2019-04-01,2019-03-29,603225.SH,16.48,13.99,-0.15109223300970875
2019-03-29,2019-06-03,2019-04-15,300765.SZ,53.79,47.35,-0.11972485592117488
2019-03-29,2019-06-03,2019-04-17,603319.SH,23.49,18.5,-0.21243082162622384
2019-03-29,2019-06-03,2019-04-17,603278.SH,18.46,13.0,-0.295774647887324
2019-03-29,2019-06-03,2019-04-23,300763.SZ,66.0,57.57,-0.1277272727272727
2019-03-29,2019-06-03,2019-04-29,002623.SZ,18.23,15.9,-0.12781130005485464
2019-03-29,2019-06-03,2019-04-29,603773.SH,48.91,38.8,-0.2067061950521366
2019-03-29,2019-06-03,2019-04-30,603758.SH,6.93,6.0,-0.1341991341991342
2019-03-29,2019-06-03,2019-04-30,002037.SZ,9.53,8.13,-0.14690451206715616
2019-03-29,2019-06-03,2019-04-30,300084.SZ,6.4,5.62,-0.12187500000000007
2019-03-29,2019-06-03,2019-04-30,300120.SZ,8.18,6.91,-0.15525672371638133
2019-03-29,2019-06-03,2019-04-30,603639.SH,33.65,28.1,-0.16493313521545316
2019-03-29,2019-06-03,2019-04-30,603358.SH,14.0,11.91,-0.14928571428571424
2019-03-29,2019-06-03,2019-04-30,000892.SZ,5.31,4.54,-0.14500941619585683
2019-03-29,2019-06-03,2019-04-30,300765.SZ,46.7,40.98,-0.1224839400428267
2019-03-29,2019-06-03,2019-04-30,603278.SH,12.65,11.1,-0.12252964426877477
2019-03-29,2019-06-03,2019-05-06,603035.SH,13.78,11.5,-0.1654571843251088
2019-03-29,2019-06-03,2019-05-07,002755.SZ,16.49,13.46,-0.1837477258944814
2019-03-29,2019-06-03,2019-05-07,600982.SH,3.95,3.47,-0.12151898734177213
2019-03-29,2019-06-03,2019-05-07,002026.SZ,6.79,5.91,-0.1296023564064801
2019-03-29,2019-06-03,2019-05-07,603225.SH,14.62,12.69,-0.13201094391244872
2019-03-29,2019-06-03,2019-05-07,600189.SH,4.79,4.26,-0.11064718162839249
2019-03-29,2019-06-03,2019-05-07,002637.SZ,8.57,7.34,-0.14352392065344233
2019-03-29,2019-06-03,2019-05-07,300434.SZ,10.15,8.36,-0.17635467980295572
2019-03-29,2019-06-03,2019-05-07,603661.SH,36.98,32.45,-0.1224986479177933
2019-03-29,2019-06-03,2019-05-07,002822.SZ,6.11,5.26,-0.13911620294599025
2019-03-29,2019-06-03,2019-05-07,600865.SH,7.1,6.28,-0.11549295774647883
2019-03-29,2019-06-03,2019-05-07,300105.SZ,4.91,4.2,-0.14460285132382888
2019-03-29,2019-06-03,2019-05-07,603179.SH,17.85,14.62,-0.1809523809523811
2019-03-29,2019-06-03,2019-05-07,300428.SZ,12.54,10.6,-0.15470494417862835
2019-03-29,2019-06-03,2019-05-07,000011.SZ,11.8,10.11,-0.14322033898305098
2019-03-29,2019-06-03,2019-05-07,002096.SZ,7.25,5.94,-0.18068965517241375
2019-03-29,2019-06-03,2019-05-07,600939.SH,5.71,5.0,-0.12434325744308228
2019-03-29,2019-06-03,2019-05-07,002487.SZ,4.73,4.08,-0.13742071881606777
2019-03-29,2019-06-03,2019-05-07,603667.SH,9.7,8.25,-0.14948453608247414
2019-03-29,2019-06-03,2019-05-07,600933.SH,9.48,8.25,-0.129746835443038
2019-03-29,2019-06-03,2019-05-07,603100.SH,10.8,9.2,-0.14814814814814825
2019-03-29,2019-06-03,2019-05-07,002818.SZ,26.26,12.85,-0.5106626047220106
2019-03-29,2019-06-03,2019-05-07,603203.SH,25.22,21.95,-0.1296590007930214
2019-03-29,2019-06-03,2019-05-07,600367.SH,8.91,7.59,-0.14814814814814814
2019-03-29,2019-06-03,2019-05-07,600293.SH,5.06,4.15,-0.17984189723320143
2019-03-29,2019-06-03,2019-05-07,603055.SH,12.05,10.19,-0.15435684647302916
2019-03-29,2019-06-03,2019-05-07,603139.SH,18.5,16.12,-0.12864864864864856
2019-03-29,2019-06-03,2019-05-07,300164.SZ,7.86,6.5,-0.17302798982188294
2019-03-29,2019-06-03,2019-05-07,603319.SH,18.5,16.34,-0.11675675675675679
2019-03-29,2019-06-03,2019-05-07,300763.SZ,50.92,44.94,-0.11743912018853109
2019-03-29,2019-06-03,2019-05-08,300196.SZ,10.29,8.91,-0.13411078717201153
2019-03-29,2019-06-03,2019-05-08,603615.SH,10.28,8.85,-0.1391050583657587
2019-03-29,2019-06-03,2019-05-09,000498.SZ,6.11,5.3,-0.13256955810147308
2019-03-29,2019-06-03,2019-05-09,000567.SZ,13.41,11.55,-0.13870246085011184
2019-03-29,2019-06-03,2019-05-10,300320.SZ,5.83,5.13,-0.12006861063464835
2019-03-29,2019-06-03,2019-05-10,603277.SH,10.67,9.44,-0.11527647610121838
2019-03-29,2019-06-03,2019-05-20,002448.SZ,6.39,5.62,-0.12050078247261342
2019-03-29,2019-06-03,2019-05-20,603038.SH,19.98,13.7,-0.31431431431431434
2019-03-29,2019-06-03,2019-05-20,603916.SH,13.85,12.19,-0.11985559566787007
2019-03-29,2019-06-03,2019-05-21,603298.SH,15.03,13.18,-0.12308715901530276
2019-03-29,2019-06-03,2019-05-23,600603.SH,5.24,4.61,-0.12022900763358779
2019-03-29,2019-06-03,2019-05-24,603535.SH,20.66,17.75,-0.14085188770571155
2019-03-29,2019-06-03,2019-05-24,600853.SH,4.49,3.89,-0.13363028953229406
2019-03-29,2019-06-03,2019-05-24,000892.SZ,4.54,3.92,-0.13656387665198244
2019-03-29,2019-06-03,2019-05-28,603809.SH,17.25,11.16,-0.35304347826086957
2019-03-29,2019-06-03,2019-05-30,002788.SZ,15.3,8.85,-0.42156862745098045
2019-05-31,2019-08-01,2019-06-10,300756.SZ,41.82,37.0,-0.11525585844093733
2019-05-31,2019-08-01,2019-06-17,002755.SZ,12.9,11.33,-0.12170542635658921
2019-05-31,2019-08-01,2019-07-12,002884.SZ,15.5,13.58,-0.12387096774193551
2019-05-31,2019-08-01,2019-07-16,603583.SH,35.94,31.5,-0.12353923205342232
2019-05-31,2019-08-01,2019-07-19,603608.SH,7.94,6.85,-0.13727959697733005
2019-05-31,2019-08-01,2019-07-22,600101.SH,8.31,6.6,-0.2057761732851986
2019-05-31,2019-08-01,2019-07-23,002788.SZ,8.64,7.5,-0.13194444444444453
2019-05-31,2019-08-01,2019-07-23,603035.SH,9.78,8.55,-0.125766871165644
2019-05-31,2019-08-01,2019-07-23,603351.SH,37.5,32.5,-0.1333333333333333
2019-05-31,2019-08-01,2019-07-23,002173.SZ,7.42,6.31,-0.1495956873315364
2019-07-31,2019-10-08,2019-08-19,002759.SZ,12.15,9.93,-0.18271604938271613
2019-07-31,2019-10-08,2019-09-27,603398.SH,10.04,8.74,-0.1294820717131473
2019-07-31,2019-10-08,2019-10-08,002772.SZ,7.77,6.86,-0.11711711711711703
2019-09-30,2019-12-02,2019-11-12,300511.SZ,7.09,6.13,-0.13540197461212977
2019-09-30,2019-12-02,2019-11-14,000530.SZ,4.14,3.6,-0.13043478260869557
2019-09-30,2019-12-02,2019-11-14,603357.SH,11.3,10.09,-0.10707964601769915
2019-09-30,2019-12-02,2019-11-18,002759.SZ,9.88,8.67,-0.12246963562753044
2019-09-30,2019-12-02,2019-11-18,300434.SZ,8.27,7.15,-0.13542926239419584
2019-09-30,2019-12-02,2019-11-26,300332.SZ,4.19,3.66,-0.12649164677804303
2019-09-30,2019-12-02,2019-11-28,603365.SH,16.63,14.6,-0.12206855081178591
2019-12-31,2020-02-03,2020-01-23,601860.SH,5.77,5.04,-0.12651646447140374
2019-12-31,2020-02-03,2020-01-23,300761.SZ,59.3,51.14,-0.13760539629005053
2020-01-23,2020-04-01,2020-02-06,002627.SZ,8.46,7.41,-0.12411347517730509
2020-01-23,2020-04-01,2020-03-20,603360.SH,29.26,26.86,-0.08202323991797678
2020-01-23,2020-04-01,2020-03-24,603610.SH,41.67,36.2,-0.1312694984401248
2020-03-31,2020-06-01,2020-04-20,300632.SZ,17.89,14.63,-0.18222470653996647
2020-03-31,2020-06-01,2020-04-28,600579.SH,6.59,5.82,-0.11684370257966614
2020-03-31,2020-06-01,2020-04-29,300084.SZ,3.97,3.5,-0.11838790931989929
2020-03-31,2020-06-01,2020-04-29,000521.SZ,3.23,2.74,-0.15170278637770895
2020-03-31,2020-06-01,2020-04-29,603197.SH,26.38,23.8,-0.09780136467020462
2020-03-31,2020-06-01,2020-05-07,600828.SH,4.25,3.65,-0.14117647058823535
2020-03-31,2020-06-01,2020-05-08,002187.SZ,7.78,6.83,-0.12210796915167099
2020-03-31,2020-06-01,2020-05-20,603165.SH,16.04,12.0,-0.25187032418952615
2020-03-31,2020-06-01,2020-05-22,002721.SZ,4.37,3.81,-0.12814645308924488
2020-03-31,2020-06-01,2020-05-25,000530.SZ,3.72,3.23,-0.131720430107527
2020-05-29,2020-08-03,2020-06-30,600982.SH,3.0,2.64,-0.12
2020-07-31,2020-10-09,2020-08-27,603058.SH,11.08,9.72,-0.12274368231046928
2020-07-31,2020-10-09,2020-09-11,603693.SH,13.99,12.0,-0.14224446032880633
2020-07-31,2020-10-09,2020-09-11,002772.SZ,10.24,8.7,-0.1503906250000001
2020-07-31,2020-10-09,2020-09-25,000923.SZ,14.14,12.19,-0.13790664780763795
2020-07-31,2020-10-09,2020-09-29,603038.SH,12.1,10.28,-0.15041322314049588
2020-09-30,2020-12-01,2020-10-30,603697.SH,24.59,20.36,-0.17202114680764535
2020-09-30,2020-12-01,2020-11-02,605388.SH,20.67,17.57,-0.14997581035316887
2020-09-30,2020-12-01,2020-11-02,603507.SH,26.64,23.28,-0.12612612612612606
2020-09-30,2020-12-01,2020-11-02,688335.SH,49.43,41.03,-0.16993728504956507
2020-09-30,2020-12-01,2020-11-03,603949.SH,19.77,17.45,-0.11734951947395045
2020-09-30,2020-12-01,2020-11-03,002980.SZ,57.06,49.49,-0.13266736768314058
2020-09-30,2020-12-01,2020-11-03,603693.SH,13.1,11.46,-0.1251908396946564
2020-09-30,2020-12-01,2020-11-03,688069.SH,93.58,81.48,-0.1293011327206668
2020-09-30,2020-12-01,2020-11-30,603661.SH,68.98,60.92,-0.11684546245288496
2020-11-30,2021-01-04,2020-12-04,600853.SH,3.39,2.83,-0.16519174041297935
2020-11-30,2021-01-04,2020-12-17,300843.SZ,35.7,30.71,-0.13977591036414572
2020-11-30,2021-01-04,2020-12-21,300901.SZ,28.85,24.75,-0.1421143847487002
2020-11-30,2021-01-04,2020-12-23,300057.SZ,5.98,5.17,-0.13545150501672243
2020-11-30,2021-01-04,2020-12-23,300611.SZ,11.7,10.23,-0.12564102564102553
2020-11-30,2021-01-04,2020-12-24,002642.SZ,5.2,4.55,-0.1250000000000001
2020-11-30,2021-01-04,2020-12-24,603926.SH,13.45,11.88,-0.11672862453531585
2020-11-30,2021-01-04,2020-12-25,600361.SH,4.47,3.88,-0.1319910514541387
2020-11-30,2021-01-04,2020-12-25,000609.SZ,5.15,4.55,-0.1165048543689321
2020-11-30,2021-01-04,2020-12-25,002037.SZ,7.42,6.5,-0.12398921832884091
2020-11-30,2021-01-04,2020-12-25,300385.SZ,8.96,7.68,-0.14285714285714302
2020-11-30,2021-01-04,2020-12-25,300877.SZ,58.06,50.0,-0.13882190837065111
2020-11-30,2021-01-04,2020-12-25,603767.SH,8.25,7.2,-0.1272727272727272
2020-11-30,2021-01-04,2020-12-25,300780.SZ,19.31,16.78,-0.13102019678922827
2020-11-30,2021-01-04,2020-12-25,002536.SZ,6.19,5.33,-0.1389337641357028
2020-11-30,2021-01-04,2020-12-25,002452.SZ,6.61,5.68,-0.140695915279879
2020-11-30,2021-01-04,2020-12-25,605158.SH,12.5,10.93,-0.12560000000000004
2020-11-30,2021-01-04,2020-12-25,603667.SH,8.74,7.71,-0.11784897025171626
2020-11-30,2021-01-04,2020-12-25,603683.SH,14.05,12.15,-0.13523131672597866
2020-11-30,2021-01-04,2020-12-29,002755.SZ,14.82,12.7,-0.14304993252361675
2020-11-30,2021-01-04,2020-12-29,002787.SZ,7.0,6.18,-0.11714285714285722
2020-11-30,2021-01-04,2020-12-29,002718.SZ,17.0,14.75,-0.13235294117647056
2020-11-30,2021-01-04,2020-12-30,002973.SZ,24.19,21.18,-0.12443158329888393
2020-11-30,2021-01-04,2020-12-30,603657.SH,19.29,16.93,-0.12234318299637115
2020-11-30,2021-01-04,2020-12-31,300049.SZ,9.42,8.21,-0.1284501061571124
2020-12-31,2021-02-01,2021-01-11,300901.SZ,20.91,18.4,-0.12003825920612154
2020-12-31,2021-02-01,2021-01-12,002096.SZ,7.29,6.37,-0.12620027434842251
2020-12-31,2021-02-01,2021-01-12,000609.SZ,4.58,3.95,-0.13755458515283836
2020-12-31,2021-02-01,2021-01-12,603988.SH,12.38,10.29,-0.16882067851373195
2020-12-31,2021-02-01,2021-01-12,300809.SZ,17.5,15.12,-0.136
2020-12-31,2021-02-01,2021-01-12,688069.SH,63.78,55.79,-0.12527438068359986
2020-12-31,2021-02-01,2021-01-12,000691.SZ,4.61,3.99,-0.13449023861171372
2020-12-31,2021-02-01,2021-01-12,688377.SH,18.9,16.55,-0.12433862433862419
2020-12-31,2021-02-01,2021-01-13,300105.SZ,4.41,3.87,-0.12244897959183676
2020-12-31,2021-02-01,2021-01-14,300057.SZ,5.11,4.49,-0.12133072407045009
2020-12-31,2021-02-01,2021-01-14,003019.SZ,29.98,25.31,-0.15577051367578387
2020-12-31,2021-02-01,2021-01-14,603667.SH,7.65,6.66,-0.12941176470588234
2020-12-31,2021-02-01,2021-01-14,603316.SH,7.35,6.41,-0.12789115646258498
2020-12-31,2021-02-01,2021-01-14,300877.SZ,53.06,44.96,-0.15265736901620808
2020-12-31,2021-02-01,2021-01-14,002328.SZ,5.21,4.44,-0.147792706333973
2020-12-31,2021-02-01,2021-01-14,002849.SZ,12.08,10.43,-0.13658940397350994
2020-12-31,2021-02-01,2021-01-14,603767.SH,7.2,6.2,-0.13888888888888884
2020-12-31,2021-02-01,2021-01-27,000753.SZ,2.91,2.56,-0.1202749140893471
2020-12-31,2021-02-01,2021-01-28,300609.SZ,17.27,15.07,-0.1273885350318471
2020-12-31,2021-02-01,2021-01-29,300632.SZ,14.06,12.27,-0.12731152204836427
2020-12-31,2021-02-01,2021-01-29,600101.SH,5.92,5.18,-0.125
2020-12-31,2021-02-01,2021-02-01,002478.SZ,4.39,3.7,-0.15717539863325725
2020-12-31,2021-02-01,2021-02-01,002452.SZ,5.7,4.85,-0.149122807017544
2020-12-31,2021-02-01,2021-02-01,600526.SH,4.53,3.94,-0.13024282560706413
2020-12-31,2021-02-01,2021-02-01,603109.SH,23.41,20.61,-0.11960700555318238
2020-12-31,2021-02-01,2021-02-01,603013.SH,14.55,12.72,-0.12577319587628866
2020-12-31,2021-02-01,2021-02-01,002150.SZ,6.36,5.51,-0.1336477987421384
2021-01-29,2021-04-01,2021-02-09,000609.SZ,3.67,3.22,-0.12261580381471382
2021-01-29,2021-04-01,2021-02-09,002796.SZ,11.88,10.26,-0.13636363636363646
2021-03-31,2021-06-01,2021-04-21,002980.SZ,46.0,40.13,-0.1276086956521738
2021-03-31,2021-06-01,2021-04-28,002772.SZ,8.97,7.83,-0.1270903010033445
2021-03-31,2021-06-01,2021-04-29,300246.SZ,24.62,18.88,-0.2331437855402113
2021-03-31,2021-06-01,2021-04-30,605077.SH,79.8,68.99,-0.13546365914786973
2021-03-31,2021-06-01,2021-04-30,002973.SZ,19.69,17.12,-0.1305231081767395
2021-03-31,2021-06-01,2021-04-30,688669.SH,38.21,32.2,-0.15728866788798734
2021-03-31,2021-06-01,2021-05-06,002553.SZ,11.54,10.04,-0.12998266897746968
2021-03-31,2021-06-01,2021-05-06,300511.SZ,10.09,8.87,-0.12091179385530237
2021-03-31,2021-06-01,2021-05-20,605077.SH,68.99,51.5,-0.25351500217422807
2021-05-31,2021-08-02,2021-06-11,688317.SH,71.0,62.38,-0.12140845070422535
2021-05-31,2021-08-02,2021-07-09,002562.SZ,4.52,3.95,-0.1261061946902654
2021-05-31,2021-08-02,2021-07-16,002187.SZ,8.58,7.55,-0.12004662004662003
2021-05-31,2021-08-02,2021-07-19,002987.SZ,31.99,27.62,-0.13660518912160047
2021-05-31,2021-08-02,2021-07-20,605077.SH,49.24,41.01,-0.167140536149472
2021-05-31,2021-08-02,2021-07-20,002990.SZ,33.38,28.44,-0.1479928100659078
2021-05-31,2021-08-02,2021-07-26,688606.SH,156.69,135.77,-0.13351203012317303
2021-05-31,2021-08-02,2021-07-26,605289.SH,29.0,24.53,-0.1541379310344827
2021-05-31,2021-08-02,2021-07-27,300864.SZ,51.2,44.6,-0.12890625
2021-05-31,2021-08-02,2021-07-28,300905.SZ,29.75,26.09,-0.12302521008403366
2021-05-31,2021-08-02,2021-07-29,002922.SZ,10.8,9.34,-0.1351851851851853
2021-05-31,2021-08-02,2021-07-29,002394.SZ,8.25,7.29,-0.11636363636363634
2021-05-31,2021-08-02,2021-07-29,300692.SZ,7.76,6.65,-0.143041237113402
2021-05-31,2021-08-02,2021-07-29,002921.SZ,15.54,13.8,-0.11196911196911186
